kommunenummer,navn,år,befolkning,latitude,longitude,fylke_navn_2019,fylke_navn_2020
1429,Fjaler,2019,2770,61.282827366478934,5.426320679457222,SOGN OG FJORDANE,VESTLAND
1430,Gaular,2019,3027,61.341078204343255,5.9203684402852765,SOGN OG FJORDANE,MØRE OG ROMSDAL
1430,Gaular,2019,3027,61.341078204343255,5.9203684402852765,SOGN OG FJORDANE,VESTLAND
1431,Jølster,2019,3047,61.553034010696585,6.438191858196201,SOGN OG FJORDANE,MØRE OG ROMSDAL
1431,Jølster,2019,3047,61.553034010696585,6.438191858196201,SOGN OG FJORDANE,VESTLAND
1432,Førde,2019,13092,61.44510169826734,6.111492394207531,SOGN OG FJORDANE,MØRE OG ROMSDAL
1432,Førde,2019,13092,61.44510169826734,6.111492394207531,SOGN OG FJORDANE,VESTLAND
1433,Naustdal,2019,2793,61.559480734693544,5.840805219130501,SOGN OG FJORDANE,MØRE OG ROMSDAL
1433,Naustdal,2019,2793,61.559480734693544,5.840805219130501,SOGN OG FJORDANE,VESTLAND
1438,Bremanger,2019,3705,61.80214840217285,5.3481391646183365,SOGN OG FJORDANE,MØRE OG ROMSDAL
1438,Bremanger,2019,3705,61.80214840217285,5.3481391646183365,SOGN OG FJORDANE,VESTLAND
1439,Vågsøy,2019,5970,61.9555791639654,5.219300164068361,SOGN OG FJORDANE,MØRE OG ROMSDAL
1439,Vågsøy,2019,5970,61.9555791639654,5.219300164068361,SOGN OG FJORDANE,VESTLAND
1441,Selje,2019,2747,62.079986527876116,5.289359274894294,SOGN OG FJORDANE,MØRE OG ROMSDAL
1441,Selje,2019,2747,62.079986527876116,5.289359274894294,SOGN OG FJORDANE,VESTLAND
1443,Eid,2019,6151,61.93083010672027,6.027644959723058,SOGN OG FJORDANE,MØRE OG ROMSDAL
1443,Eid,2019,6151,61.93083010672027,6.027644959723058,SOGN OG FJORDANE,VESTLAND
1444,Hornindal,2019,1152,61.99599582591106,6.592594422462287,SOGN OG FJORDANE,MØRE OG ROMSDAL
1444,Hornindal,2019,1152,61.99599582591106,6.592594422462287,SOGN OG FJORDANE,VESTLAND
1445,Gloppen,2019,5836,61.7188912626531,6.167244844152093,SOGN OG FJORDANE,MØRE OG ROMSDAL
1445,Gloppen,2019,5836,61.7188912626531,6.167244844152093,SOGN OG FJORDANE,VESTLAND
1449,Stryn,2019,7167,61.849788496429014,6.918111783643386,SOGN OG FJORDANE,MØRE OG ROMSDAL
1449,Stryn,2019,7167,61.849788496429014,6.918111783643386,SOGN OG FJORDANE,VESTLAND
1502,Molde,2019,27001,62.764714405907654,7.480578914671786,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1502,Molde,2019,27001,62.764714405907654,7.480578914671786,MØRE OG ROMSDAL,TRØNDELAG
1504,Ålesund,2019,47998,62.470033527897925,6.375936991135605,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1504,Ålesund,2019,47998,62.470033527897925,6.375936991135605,MØRE OG ROMSDAL,TRØNDELAG
1505,Kristiansund,2019,24274,63.07780200274579,7.798209923807991,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1505,Kristiansund,2019,24274,63.07780200274579,7.798209923807991,MØRE OG ROMSDAL,TRØNDELAG
1511,Vanylven,2019,3163,62.08496230629695,5.647115619208629,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1511,Vanylven,2019,3163,62.08496230629695,5.647115619208629,MØRE OG ROMSDAL,TRØNDELAG
1514,Sande,2019,2493,62.23291015767954,5.583874593839736,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1514,Sande,2019,2493,62.23291015767954,5.583874593839736,MØRE OG ROMSDAL,TRØNDELAG
1515,Herøy,2019,8927,62.298736886151126,5.687541087259611,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1515,Herøy,2019,8927,62.298736886151126,5.687541087259611,MØRE OG ROMSDAL,TRØNDELAG
1516,Ulstein,2019,8609,62.335263688824476,5.880078459794525,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1516,Ulstein,2019,8609,62.335263688824476,5.880078459794525,MØRE OG ROMSDAL,TRØNDELAG
1517,Hareid,2019,5155,62.35578647377575,5.983686346021236,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1517,Hareid,2019,5155,62.35578647377575,5.983686346021236,MØRE OG ROMSDAL,TRØNDELAG
1519,Volda,2019,9197,62.060817276847956,6.093117158278043,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1519,Volda,2019,9197,62.060817276847956,6.093117158278043,MØRE OG ROMSDAL,TRØNDELAG
1520,Ørsta,2019,10857,62.2046121522772,6.379490382546675,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1520,Ørsta,2019,10857,62.2046121522772,6.379490382546675,MØRE OG ROMSDAL,TRØNDELAG
1523,Ørskog,2019,2250,62.48174193107963,6.924106091518125,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1523,Ørskog,2019,2250,62.48174193107963,6.924106091518125,MØRE OG ROMSDAL,TRØNDELAG
1524,Norddal,2019,1645,62.25891111826073,7.448962206258916,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1524,Norddal,2019,1645,62.25891111826073,7.448962206258916,MØRE OG ROMSDAL,TRØNDELAG
1525,Stranda,2019,4565,62.134093577792946,6.981145776507541,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1525,Stranda,2019,4565,62.134093577792946,6.981145776507541,MØRE OG ROMSDAL,TRØNDELAG
1526,Stordal,2019,947,62.395268407146204,7.126891606961845,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1526,Stordal,2019,947,62.395268407146204,7.126891606961845,MØRE OG ROMSDAL,TRØNDELAG
1528,Sykkylven,2019,7657,62.349312954546896,6.6566519823928925,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1528,Sykkylven,2019,7657,62.349312954546896,6.6566519823928925,MØRE OG ROMSDAL,TRØNDELAG
1529,Skodje,2019,4764,62.509903814947556,6.6604825023514564,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1529,Skodje,2019,4764,62.509903814947556,6.6604825023514564,MØRE OG ROMSDAL,TRØNDELAG
1531,Sula,2019,9271,62.42124649916089,6.200460408598397,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1531,Sula,2019,9271,62.42124649916089,6.200460408598397,MØRE OG ROMSDAL,TRØNDELAG
1532,Giske,2019,8398,62.52507834812047,6.060654893447642,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1532,Giske,2019,8398,62.52507834812047,6.060654893447642,MØRE OG ROMSDAL,TRØNDELAG
1534,Haram,2019,9383,62.59246798399949,6.465324431729772,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1534,Haram,2019,9383,62.59246798399949,6.465324431729772,MØRE OG ROMSDAL,TRØNDELAG
1535,Vestnes,2019,6536,62.561758707089524,7.030506443958881,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1535,Vestnes,2019,6536,62.561758707089524,7.030506443958881,MØRE OG ROMSDAL,TRØNDELAG
1539,Rauma,2019,7487,62.4513398042437,7.75769024581689,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1539,Rauma,2019,7487,62.4513398042437,7.75769024581689,MØRE OG ROMSDAL,TRØNDELAG
1543,Nesset,2019,2956,62.58871782868926,8.152432226385697,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1543,Nesset,2019,2956,62.58871782868926,8.152432226385697,MØRE OG ROMSDAL,TRØNDELAG
1545,Midsund,2019,2019,62.70363759940969,6.768878031673126,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1545,Midsund,2019,2019,62.70363759940969,6.768878031673126,MØRE OG ROMSDAL,TRØNDELAG
1546,Sandøy,2019,1238,62.75554403282815,6.453051567448857,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1546,Sandøy,2019,1238,62.75554403282815,6.453051567448857,MØRE OG ROMSDAL,TRØNDELAG
1547,Aukra,2019,3539,62.812054300054854,6.89410257678482,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1547,Aukra,2019,3539,62.812054300054854,6.89410257678482,MØRE OG ROMSDAL,TRØNDELAG
1548,Fræna,2019,9800,62.87447261736752,7.158181067959009,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1548,Fræna,2019,9800,62.87447261736752,7.158181067959009,MØRE OG ROMSDAL,TRØNDELAG
1551,Eide,2019,3433,62.91105852867365,7.398859889056609,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1551,Eide,2019,3433,62.91105852867365,7.398859889056609,MØRE OG ROMSDAL,TRØNDELAG
1554,Averøy,2019,5849,63.0100968361496,7.552295166469946,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1554,Averøy,2019,5849,63.0100968361496,7.552295166469946,MØRE OG ROMSDAL,TRØNDELAG
1557,Gjemnes,2019,2641,62.89341926586244,7.82266061052053,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1557,Gjemnes,2019,2641,62.89341926586244,7.82266061052053,MØRE OG ROMSDAL,TRØNDELAG
1560,Tingvoll,2019,3045,62.94824443070805,8.17972688044822,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1560,Tingvoll,2019,3045,62.94824443070805,8.17972688044822,MØRE OG ROMSDAL,TRØNDELAG
1563,Sunndal,2019,7106,62.583976892173695,8.714140239875777,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1563,Sunndal,2019,7106,62.583976892173695,8.714140239875777,MØRE OG ROMSDAL,TRØNDELAG
1566,Surnadal,2019,5928,62.920727268010054,8.86007673709893,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1566,Surnadal,2019,5928,62.920727268010054,8.86007673709893,MØRE OG ROMSDAL,TRØNDELAG
1571,Halsa,2019,1574,63.10856824379091,8.491723074374315,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1571,Halsa,2019,1574,63.10856824379091,8.491723074374315,MØRE OG ROMSDAL,TRØNDELAG
1573,Smøla,2019,2134,63.38992392076412,8.014230626437813,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1573,Smøla,2019,2134,63.38992392076412,8.014230626437813,MØRE OG ROMSDAL,TRØNDELAG
1576,Aure,2019,3553,63.25781174201515,8.501561224068364,MØRE OG ROMSDAL,MØRE OG ROMSDAL
1576,Aure,2019,3553,63.25781174201515,8.501561224068364,MØRE OG ROMSDAL,TRØNDELAG
1804,Bodø,2019,52024,67.26193699160856,14.845027134207493,NORDLAND,NORDLAND
1804,Bodø,2019,52024,67.26193699160856,14.845027134207493,NORDLAND,TROMS OG FINNMARK
1805,Narvik,2019,18630,68.31019706282521,17.703629032946225,NORDLAND,NORDLAND
1805,Narvik,2019,18630,68.31019706282521,17.703629032946225,NORDLAND,TROMS OG FINNMARK
1811,Bindal,2019,1450,65.11068226116018,12.585096122123582,NORDLAND,NORDLAND
1811,Bindal,2019,1450,65.11068226116018,12.585096122123582,NORDLAND,TROMS OG FINNMARK
1812,Sømna,2019,2014,65.32272898040172,12.236691614282975,NORDLAND,NORDLAND
1812,Sømna,2019,2014,65.32272898040172,12.236691614282975,NORDLAND,TROMS OG FINNMARK
1813,Brønnøy,2019,7916,65.41017763436099,12.682378650522475,NORDLAND,NORDLAND
1813,Brønnøy,2019,7916,65.41017763436099,12.682378650522475,NORDLAND,TROMS OG FINNMARK
1815,Vega,2019,1232,65.65365559358922,11.928047471807973,NORDLAND,NORDLAND
1815,Vega,2019,1232,65.65365559358922,11.928047471807973,NORDLAND,TROMS OG FINNMARK
1816,Vevelstad,2019,497,65.63980145335175,12.704184681152851,NORDLAND,NORDLAND
1816,Vevelstad,2019,497,65.63980145335175,12.704184681152851,NORDLAND,TROMS OG FINNMARK
1818,Herøy,2019,1780,65.96837291025997,12.241981294316707,NORDLAND,NORDLAND
1818,Herøy,2019,1780,65.96837291025997,12.241981294316707,NORDLAND,TROMS OG FINNMARK
1820,Alstahaug,2019,7415,65.91520166527927,12.514448064680193,NORDLAND,NORDLAND
1820,Alstahaug,2019,7415,65.91520166527927,12.514448064680193,NORDLAND,TROMS OG FINNMARK
1822,Leirfjord,2019,2320,66.09408830559948,13.073355567683267,NORDLAND,NORDLAND
1822,Leirfjord,2019,2320,66.09408830559948,13.073355567683267,NORDLAND,TROMS OG FINNMARK
1824,Vefsn,2019,13403,65.85355933756456,13.228026445775374,NORDLAND,NORDLAND
1824,Vefsn,2019,13403,65.85355933756456,13.228026445775374,NORDLAND,TROMS OG FINNMARK
1825,Grane,2019,1493,65.39981699569522,13.450387525480888,NORDLAND,NORDLAND
1825,Grane,2019,1493,65.39981699569522,13.450387525480888,NORDLAND,TROMS OG FINNMARK
1826,Hattfjelldal,2019,1359,65.50557550694916,14.137182811539478,NORDLAND,NORDLAND
1826,Hattfjelldal,2019,1359,65.50557550694916,14.137182811539478,NORDLAND,TROMS OG FINNMARK
1827,Dønna,2019,1391,66.11809359060624,12.524158765783769,NORDLAND,NORDLAND
1827,Dønna,2019,1391,66.11809359060624,12.524158765783769,NORDLAND,TROMS OG FINNMARK
1828,Nesna,2019,1792,66.23940976681902,13.022517661929118,NORDLAND,NORDLAND
1828,Nesna,2019,1792,66.23940976681902,13.022517661929118,NORDLAND,TROMS OG FINNMARK
1832,Hemnes,2019,4501,66.00668929258381,14.043726043820588,NORDLAND,NORDLAND
1832,Hemnes,2019,4501,66.00668929258381,14.043726043820588,NORDLAND,TROMS OG FINNMARK
1833,Rana,2019,26315,66.41466148814024,14.511910310263533,NORDLAND,NORDLAND
1833,Rana,2019,26315,66.41466148814024,14.511910310263533,NORDLAND,TROMS OG FINNMARK
1834,Lurøy,2019,1904,66.41117764424081,13.014407434069708,NORDLAND,NORDLAND
1834,Lurøy,2019,1904,66.41117764424081,13.014407434069708,NORDLAND,TROMS OG FINNMARK
1835,,2019,456,,,,
1836,Rødøy,2019,1238,66.56766718242561,13.454005350295025,NORDLAND,NORDLAND
1836,Rødøy,2019,1238,66.56766718242561,13.454005350295025,NORDLAND,TROMS OG FINNMARK
1837,Meløy,2019,6331,66.76570439872073,13.885378879508577,NORDLAND,NORDLAND
1837,Meløy,2019,6331,66.76570439872073,13.885378879508577,NORDLAND,TROMS OG FINNMARK
1838,Gildeskål,2019,1978,66.96766663061216,14.119730741516644,NORDLAND,NORDLAND
1838,Gildeskål,2019,1978,66.96766663061216,14.119730741516644,NORDLAND,TROMS OG FINNMARK
1839,Beiarn,2019,1022,66.88584923255708,14.657978707540241,NORDLAND,NORDLAND
1839,Beiarn,2019,1022,66.88584923255708,14.657978707540241,NORDLAND,TROMS OG FINNMARK
1840,Saltdal,2019,4657,66.88803263138354,15.527099174322892,NORDLAND,NORDLAND
1840,Saltdal,2019,4657,66.88803263138354,15.527099174322892,NORDLAND,TROMS OG FINNMARK
1841,Fauske,2019,9760,67.22089041994522,15.813351584402122,NORDLAND,NORDLAND
1841,Fauske,2019,9760,67.22089041994522,15.813351584402122,NORDLAND,TROMS OG FINNMARK
1845,Sørfold,2019,1975,67.51116200292114,15.789142264551531,NORDLAND,NORDLAND
1845,Sørfold,2019,1975,67.51116200292114,15.789142264551531,NORDLAND,TROMS OG FINNMARK
1848,Steigen,2019,2576,67.81236533621198,15.304722454974586,NORDLAND,NORDLAND
1848,Steigen,2019,2576,67.81236533621198,15.304722454974586,NORDLAND,TROMS OG FINNMARK
1849,Hamarøy,2019,1747,67.89195956284343,15.959423561097447,NORDLAND,NORDLAND
1849,Hamarøy,2019,1747,67.89195956284343,15.959423561097447,NORDLAND,TROMS OG FINNMARK
1850,Tysfjord,2019,1925,67.98685262382563,16.48778975645198,NORDLAND,NORDLAND
1850,Tysfjord,2019,1925,67.98685262382563,16.48778975645198,NORDLAND,TROMS OG FINNMARK
1851,Lødingen,2019,2077,68.44659211381956,15.67641575551348,NORDLAND,NORDLAND
1851,Lødingen,2019,2077,68.44659211381956,15.67641575551348,NORDLAND,TROMS OG FINNMARK
1852,Tjeldsund,2019,1259,68.51026904208743,16.28664412511854,NORDLAND,NORDLAND
1852,Tjeldsund,2019,1259,68.51026904208743,16.28664412511854,NORDLAND,TROMS OG FINNMARK
1853,Evenes,2019,1387,68.50990294175571,16.967689003111317,NORDLAND,NORDLAND
1853,Evenes,2019,1387,68.50990294175571,16.967689003111317,NORDLAND,TROMS OG FINNMARK
1854,Ballangen,2019,2470,68.26417141489745,16.80333102961339,NORDLAND,NORDLAND
1854,Ballangen,2019,2470,68.26417141489745,16.80333102961339,NORDLAND,TROMS OG FINNMARK
1856,,2019,508,,,,
1857,Værøy,2019,732,67.66589555763065,12.655195867482172,NORDLAND,NORDLAND
1857,Værøy,2019,732,67.66589555763065,12.655195867482172,NORDLAND,TROMS OG FINNMARK
1859,Flakstad,2019,1292,68.06486437872275,13.235000081632794,NORDLAND,NORDLAND
1859,Flakstad,2019,1292,68.06486437872275,13.235000081632794,NORDLAND,TROMS OG FINNMARK
1860,Vestvågøy,2019,11480,68.21304835316054,13.771960074080392,NORDLAND,NORDLAND
1860,Vestvågøy,2019,11480,68.21304835316054,13.771960074080392,NORDLAND,TROMS OG FINNMARK
1865,Vågan,2019,9595,68.29058234791543,14.568177428903798,NORDLAND,NORDLAND
1865,Vågan,2019,9595,68.29058234791543,14.568177428903798,NORDLAND,TROMS OG FINNMARK
1866,Hadsel,2019,8091,68.48719414043998,14.985191471760903,NORDLAND,NORDLAND
1866,Hadsel,2019,8091,68.48719414043998,14.985191471760903,NORDLAND,TROMS OG FINNMARK
1867,Bø,2019,2616,68.71375039745917,14.603916012023154,NORDLAND,NORDLAND
1867,Bø,2019,2616,68.71375039745917,14.603916012023154,NORDLAND,TROMS OG FINNMARK
1868,Øksnes,2019,4449,68.86877728479065,15.057903275836969,NORDLAND,NORDLAND
1868,Øksnes,2019,4449,68.86877728479065,15.057903275836969,NORDLAND,TROMS OG FINNMARK
1870,Sortland,2019,10518,68.71907580024427,15.48500099436675,NORDLAND,NORDLAND
1870,Sortland,2019,10518,68.71907580024427,15.48500099436675,NORDLAND,TROMS OG FINNMARK
1871,Andøy,2019,4771,69.05063715217244,15.77726386611564,NORDLAND,NORDLAND
1871,Andøy,2019,4771,69.05063715217244,15.77726386611564,NORDLAND,TROMS OG FINNMARK
1874,Moskenes,2019,1039,67.92902879782145,12.973326372638333,NORDLAND,NORDLAND
1874,Moskenes,2019,1039,67.92902879782145,12.973326372638333,NORDLAND,TROMS OG FINNMARK
1902,Tromsø,2019,76649,69.63793564128201,19.086058086809572,TROMS,TROMS OG FINNMARK
1903,Harstad,2019,24827,68.79956534009179,16.45615650757325,TROMS,TROMS OG FINNMARK
1911,Kvæfjord,2019,2858,68.66616760570109,16.025302737755098,TROMS,TROMS OG FINNMARK
1913,Skånland,2019,3009,68.61411620110937,16.99197917608612,TROMS,TROMS OG FINNMARK
1917,Ibestad,2019,1375,68.83130608593042,17.16280495370919,TROMS,TROMS OG FINNMARK
1919,Gratangen,2019,1105,68.68763800669166,17.518596728156663,TROMS,TROMS OG FINNMARK
1920,Lavangen,2019,1042,68.72714717041475,17.80952061099229,TROMS,TROMS OG FINNMARK
1922,Bardu,2019,4030,68.66380064365254,18.887959830239346,TROMS,TROMS OG FINNMARK
1923,Salangen,2019,2183,68.89408729602505,17.879005530509367,TROMS,TROMS OG FINNMARK
1924,Målselv,2019,6805,68.91150363225579,19.37862172729053,TROMS,TROMS OG FINNMARK
1925,Sørreisa,2019,3489,69.09187465632374,18.165264271871784,TROMS,TROMS OG FINNMARK
1926,Dyrøy,2019,1129,69.03395075589984,17.69424298131143,TROMS,TROMS OG FINNMARK
1927,Tranøy,2019,1513,69.1759223668308,17.329436709920117,TROMS,TROMS OG FINNMARK
1928,Torsken,2019,931,69.29401062754528,17.115418694346786,TROMS,TROMS OG FINNMARK
1929,Berg,2019,888,69.41804484163666,17.435954296343816,TROMS,TROMS OG FINNMARK
1931,Lenvik,2019,11679,69.36840252530203,17.978850607892436,TROMS,TROMS OG FINNMARK
1933,Balsfjord,2019,5625,69.24630881054327,19.253144350961897,TROMS,TROMS OG FINNMARK
1936,Karlsøy,2019,2252,70.04309409067598,19.42386109774489,TROMS,TROMS OG FINNMARK
1938,Lyngen,2019,2847,69.68351154755986,20.106708312964166,TROMS,TROMS OG FINNMARK
1939,Storfjord,2019,1841,69.22501367008222,20.373179697915717,TROMS,TROMS OG FINNMARK
1940,Gáivuotna,2019,2097,69.46195123197472,20.77499457808947,TROMS,TROMS OG FINNMARK
1941,Skjervøy,2019,2917,70.06996195426295,20.686149823632185,TROMS,TROMS OG FINNMARK
1942,Nordreisa,2019,4909,69.51259686316844,21.576371019036365,TROMS,TROMS OG FINNMARK
1943,Kvænangen,2019,1202,69.79946967747871,22.069959516304788,TROMS,TROMS OG FINNMARK
2002,Vardø,2019,2081,70.33403308912355,30.629864578849745,FINNMARK,TROMS OG FINNMARK
2003,Vadsø,2019,5894,70.23225338924766,29.685157968261375,FINNMARK,TROMS OG FINNMARK
2004,Hammerfest,2019,10536,70.6191847473489,23.328600470514186,FINNMARK,TROMS OG FINNMARK
2011,Kautokeino,2019,2924,69.13401855340082,23.55032455804596,FINNMARK,TROMS OG FINNMARK
2012,Alta,2019,20665,69.98426921023346,23.24806529014698,FINNMARK,TROMS OG FINNMARK
2014,Loppa,2019,917,70.21448937222024,21.952111540022443,FINNMARK,TROMS OG FINNMARK
2015,Hasvik,2019,1045,70.56407571518714,22.478777075733458,FINNMARK,TROMS OG FINNMARK
2017,Kvalsund,2019,988,70.41946364564761,24.181227048480864,FINNMARK,TROMS OG FINNMARK
2018,Måsøy,2019,1235,70.83531006284551,24.78130347762406,FINNMARK,TROMS OG FINNMARK
2019,Nordkapp,2019,3218,70.92508482478765,25.82309157552155,FINNMARK,TROMS OG FINNMARK
2020,Porsanger,2019,3944,70.15375971800738,25.128475752223267,FINNMARK,TROMS OG FINNMARK
2021,Karasjok,2019,2673,69.41091460333429,25.138072785865756,FINNMARK,TROMS OG FINNMARK
2022,Lebesby,2019,1328,70.48013181698776,26.76273091185811,FINNMARK,TROMS OG FINNMARK
2023,Gamvik,2019,1169,70.79630288103442,27.90247474650384,FINNMARK,TROMS OG FINNMARK
2024,Berlevåg,2019,981,70.68138205204578,29.034729553807505,FINNMARK,TROMS OG FINNMARK
2025,Tana,2019,2900,70.21425417367199,27.625140483113046,FINNMARK,TROMS OG FINNMARK
2027,Nesseby,2019,941,70.13861033807888,28.775031409749758,FINNMARK,TROMS OG FINNMARK
2028,Båtsfjord,2019,2270,70.50021290685729,29.936024815067174,FINNMARK,TROMS OG FINNMARK
2030,Sør-Varanger,2019,10156,69.62786404316462,29.62087251559527,FINNMARK,TROMS OG FINNMARK
5001,Trondheim,2019,196159,63.383085899705314,10.372532435406285,TRØNDELAG,TRØNDELAG
5004,Steinkjer,2019,22090,64.06807779351195,11.74668680687343,TRØNDELAG,TRØNDELAG
5005,Namsos,2019,13113,64.46383402782462,11.49725435543966,TRØNDELAG,TRØNDELAG
5011,Hemne,2019,4228,63.271490790135104,9.040055405251884,TRØNDELAG,TRØNDELAG
5012,Snillfjord,2019,999,63.41923484992946,9.423299999212707,TRØNDELAG,TRØNDELAG
5013,Hitra,2019,4694,63.54537598472332,8.751302193290769,TRØNDELAG,TRØNDELAG
5014,Frøya,2019,5068,63.71792319069557,8.64798543159114,TRØNDELAG,TRØNDELAG
5015,Ørland,2019,5334,63.701452161903084,9.624204514213842,TRØNDELAG,TRØNDELAG
5016,Agdenes,2019,1693,63.51099083274663,9.714180046396246,TRØNDELAG,TRØNDELAG
5017,Bjugn,2019,4904,63.809187208047014,9.89499671898525,TRØNDELAG,TRØNDELAG
5018,Åfjord,2019,3340,63.983643065518926,10.389081500812587,TRØNDELAG,TRØNDELAG
5019,Roan,2019,957,64.1537370289097,10.419820188288654,TRØNDELAG,TRØNDELAG
5020,Osen,2019,947,64.27286717178241,10.650971714655535,TRØNDELAG,TRØNDELAG
5021,Oppdal,2019,6975,62.54155629295803,9.539795655306666,TRØNDELAG,TRØNDELAG
5022,Rennebu,2019,2501,62.808706453580456,9.88010700137172,TRØNDELAG,TRØNDELAG
5023,Meldal,2019,3905,63.04418073897663,9.684507845572606,TRØNDELAG,TRØNDELAG
5024,Orkdal,2019,12086,63.26902998054413,9.69308223077924,TRØNDELAG,TRØNDELAG
5025,Røros,2019,5610,62.57744225570824,11.729788382847522,TRØNDELAG,TRØNDELAG
5026,Holtålen,2019,2025,62.85133127095205,11.246176679965638,TRØNDELAG,TRØNDELAG
5027,Midtre Gauldal,2019,6246,62.90231001956817,10.534288138496288,TRØNDELAG,TRØNDELAG
5028,Melhus,2019,16562,63.15866366650967,10.2715513555787,TRØNDELAG,TRØNDELAG
5029,Skaun,2019,8231,63.26485091306896,10.034636609320899,TRØNDELAG,TRØNDELAG
5030,Klæbu,2019,6076,63.26317426964167,10.540516031725598,TRØNDELAG,TRØNDELAG
5031,Malvik,2019,14040,63.372231771672716,10.757603692447564,TRØNDELAG,TRØNDELAG
5032,Selbu,2019,4088,63.20038088751691,11.137090145213282,TRØNDELAG,TRØNDELAG
5033,Tydal,2019,794,63.008176415725885,11.806885959100335,TRØNDELAG,TRØNDELAG
5034,Meråker,2019,2432,63.4042281264715,11.831803157582321,TRØNDELAG,TRØNDELAG
5035,Stjørdal,2019,24028,63.46467924190273,11.211946144871924,TRØNDELAG,TRØNDELAG
5036,Frosta,2019,2632,63.60755928301345,10.79586770251948,TRØNDELAG,TRØNDELAG
5037,Levanger,2019,20254,63.658784384505964,11.267803245767743,TRØNDELAG,TRØNDELAG
5038,Verdal,2019,14933,63.78641769658905,12.014420517780927,TRØNDELAG,TRØNDELAG
5039,Verran,2019,2449,63.979937858666176,10.891788753460203,TRØNDELAG,TRØNDELAG
5040,Namdalseid,2019,1576,64.27434584083394,11.131702098439185,TRØNDELAG,TRØNDELAG
5041,Snåsa,2019,2100,64.20465533935385,12.627855161675273,TRØNDELAG,TRØNDELAG
5042,Lierne,2019,1386,64.36865822223393,13.627283997373523,TRØNDELAG,TRØNDELAG
5043,Røyrvik,2019,482,64.90160448027375,13.63945086850607,TRØNDELAG,TRØNDELAG
5044,Namsskogan,2019,871,64.86536363997782,13.01081832973864,TRØNDELAG,TRØNDELAG
5045,Grong,2019,2374,64.51425459282686,12.588734241090705,TRØNDELAG,TRØNDELAG
5046,Høylandet,2019,1254,64.74341348212798,12.35721945576495,TRØNDELAG,TRØNDELAG
5047,Overhalla,2019,3879,64.45558358283948,11.902883507776151,TRØNDELAG,TRØNDELAG
5048,Fosnes,2019,605,64.70050187694093,11.748797797436678,TRØNDELAG,TRØNDELAG
5049,Flatanger,2019,1103,64.41900033522933,10.87541936139466,TRØNDELAG,TRØNDELAG
5050,Vikna,2019,4578,64.90847068392101,11.026181860482051,TRØNDELAG,TRØNDELAG
5051,Nærøy,2019,5072,64.89669642968161,11.855755544883735,TRØNDELAG,TRØNDELAG
5052,Leka,2019,567,65.08694938274651,11.732498805609488,TRØNDELAG,TRØNDELAG
5053,Inderøy,2019,6804,63.846239806778975,11.035611776459342,TRØNDELAG,TRØNDELAG
5054,Indre Fosen,2019,9988,63.674792817128484,10.269684127444476,TRØNDELAG,TRØNDELAG
5061,Rindal,2019,2028,63.03198280997185,9.290576493646892,TRØNDELAG,TRØNDELAG
