0101,Halden,2019,31177,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0104,Moss,2019,32726,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0105,Sarpsborg,2019,55997,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0106,Fredrikstad,2019,81772,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0111,Hvaler,2019,4599,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0118,Aremark,2019,1357,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0119,Marker,2019,3592,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0121,Rømskog,2019,673,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0122,Trøgstad,2019,5347,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0123,Spydeberg,2019,6042,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0124,Askim,2019,15865,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0125,Eidsberg,2019,11424,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0127,Skiptvet,2019,3797,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0128,Rakkestad,2019,8230,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0135,Råde,2019,7542,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0136,Rygge,2019,16145,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0137,Våler,2019,5593,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0138,Hobøl,2019,5642,59.08595732263681,11.498404769493327,ØSTFOLD,VIKEN
0211,Vestby,2019,17824,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0213,Ski,2019,30843,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0214,Ås,2019,20335,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0215,Frogn,2019,15761,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0216,Nesodden,2019,19488,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0217,Oppegård,2019,27394,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0219,Bærum,2019,126841,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0220,Asker,2019,61523,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0221,Aurskog-Høland,2019,16500,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0226,Sørum,2019,18263,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0227,Fet,2019,11842,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0228,Rælingen,2019,18161,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0229,Enebakk,2019,11026,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0230,Lørenskog,2019,40106,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0231,Skedsmo,2019,55652,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0233,Nittedal,2019,24089,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0234,Gjerdrum,2019,6823,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0235,Ullensaker,2019,38234,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0236,Nes,2019,21885,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0237,Eidsvoll,2019,24919,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0238,Nannestad,2019,13682,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0239,Hurdal,2019,2864,59.08595732263681,11.498404769493327,AKERSHUS,VIKEN
0301,Oslo,2019,681071,59.08595732263681,11.498404769493327,OSLO,OSLO
